ID;sample.nr;vial.nr;rack.nr;CO2.TCD.area;N2O.ECD.area;CH4.FID.area;CO2.TCD.ppm;N2O.ECD.ppm;CH4.FID.ppm;chamber.temp;chamber.A;chamber.V;vial.time;date;chamber.time;site;treatment;border.dist;position;comments;CO2.TCD.mol;N2O.ECD.mol;CH4.FID.mol
521;26_04_18_CS10_9;33;1;4573.2;5600.8;63;587.159266738349;0.322700522221697;1.93789517761184;38.86666;0.049087385212341;0.002454369260617;479.999999999956;26-04-18;9:44;CS10;b2;NA;interrow;field pea;22933.3618516359;12604.0893247452;75690.6240883989
522;26_04_18_CS10_10;34;1;4602.3;5613.9;59;590.975059662742;0.323518118794645;1.79831809616861;38.99999;0.049087385212341;0.002454369260617;540.000000000003;26-04-18;9:46;CS10;b2;NA;interrow;field pea;23072.5404233824;12630.6258640523;70208.9983148003
523;26_04_18_CS10_11;35;1;4669.8;5678.5;61.3;599.826125724476;0.327552243788554;1.87857491799846;39.13332;0.049087385212341;0.002454369260617;480.000000000042;26-04-18;9:47;CS10;c2;NA;interrow;oat;23408.1007286306;12782.6641549344;73311.0296816015
524;26_04_18_CS10_12;36;1;4767.2;5597;60.4;612.597886234298;0.322463386526643;1.84717007467374;39.26665;0.049087385212341;0.002454369260617;479.999999999956;26-04-18;9:48;CS10;c2;NA;interrow;oat;23896.3136790227;12578.7019635478;72054.6977304216
525;26_04_18_CS10_7;37;1;5629;5731.8;58.1;725.60305263434;0.330883584354847;1.76691325284388;39.4;0.049087385212341;0.002454369260617;1200.00000000001;26-04-18;9:52;CS10;a2;NA;interrow;no cover;28292.3606587896;12901.6514892723;68894.620579065
526;26_04_18_CS10_8;38;1;5872.8;5828.1;59.3;757.571791980279;0.336909014440129;1.80878637727685;39.4666;0.049087385212341;0.002454369260617;1140.00000000005;26-04-18;9:53;CS10;a2;NA;interrow;no cover;29532.5771897671;13133.7934968155;70512.2918675388
527;26_04_18_CS10_9;39;1;5216.9;5632.3;64.6;671.565655241142;0.324666766455969;1.99372601018913;39.5332;0.049087385212341;0.002454369260617;1139.99999999996;26-04-18;9:55;CS10;b2;NA;interrow;field pea;26174.2060819568;12653.8556384776;77705.2772940117
528;26_04_18_CS10_10;40;1;5411.7;5633.8;59.7;697.109176260785;0.324760419975235;1.82274408542117;39.5998;0.049087385212341;0.002454369260617;1140.00000000005;26-04-18;9:56;CS10;b2;NA;interrow;field pea;27163.9765339649;12654.8103622548;71026.1451863052
529;26_04_18_CS10_11;41;1;5719.4;5599.1;55.3;737.456924811833;0.322594433546581;1.66920929583362;39.6664;0.049087385212341;0.002454369260617;1140.00000000005;26-04-18;9:58;CS10;c2;NA;interrow;oat;28730.0731719031;12567.7329330208;65029.5679585046
530;26_04_18_CS10_12;42;1;5610.3;5635;56.8;723.150979517978;0.324835344282948;1.72155070137483;39.733;0.049087385212341;0.002454369260617;1139.99999999996;26-04-18;9:59;CS10;c2;NA;interrow;oat;28166.7409410763;12652.3412815147;67054.4243124373
531;26_04_18_CS10_7;43;1;6069.9;5684.4;53.9;783.416904880543;0.327920876343791;1.62035731732849;39.8;0.049087385212341;0.002454369260617;1800.00000000006;26-04-18;10:02;CS10;a2;NA;interrow;no cover;30507.5667757023;12769.7883079641;63099.4286068342
532;26_04_18_CS10_8;44;1;6506.7;5915.3;54.7;840.693136817812;0.342372211174836;1.64827273361714;39.8666;0.049087385212341;0.002454369260617;1740.00000000001;26-04-18;10:03;CS10;a2;NA;interrow;no cover;32731.0335978256;13329.7107543224;64172.8448344571
533;26_04_18_CS10_9;45;1;5752.7;5695.2;58.6;741.823450735622;0.328595743730246;1.78436038802429;39.9332;0.049087385212341;0.002454369260617;1679.99999999996;26-04-18;10:04;CS10;b2;NA;interrow;field pea;28875.5577677655;12790.6247381577;69456.4204081363
534;26_04_18_CS10_10;46;1;5913.5;5680.8;55.3;762.908656998243;0.327695944220613;1.66920929583362;39.9998;0.049087385212341;0.002454369260617;1740.00000000001;26-04-18;10:06;CS10;b2;NA;interrow;field pea;29689.9859508219;12752.887112767;64960.3331770762
535;26_04_18_CS10_11;47;1;6175.4;5626.5;59;797.250793317773;0.324304659025031;1.79831809616861;40.0664;0.049087385212341;0.002454369260617;1740.00000000001;26-04-18;10:08;CS10;c2;NA;interrow;oat;31019.8757687465;12618.2254298146;69969.9572623749
536;26_04_18_CS10_12;48;1;6208.7;5598.3;54.2;801.617319241562;0.32254451039052;1.63082559843674;40.133;0.049087385212341;0.002454369260617;1799.99999999997;26-04-18;10:10;CS10;c2;NA;interrow;oat;31183.1404291953;12547.0726751386;63439.5770037681
537;26_04_18_CS10_13;49;1;3427.7;5547.2;62.8;436.953397498099;0.319356900782336;1.93091632353967;28.8;0.049087385212341;0.002454369260617;0;26-04-18;10:28;CS10;a3;NA;interrow;no cover;17635.577034514;12889.3453111897;77932.3922550178
538;26_04_18_CS10_14;50;1;3312.7;5597.7;65.4;421.873803466995;0.322507068412604;2.02164142647777;28.95;0.049087385212341;0.002454369260617;0;26-04-18;10:31;CS10;a3;NA;interrow;no cover;17018.5055601571;13010.0240684873;81553.5725954303
539;26_04_18_CS10_15;51;1;3404.9;5617.9;64.9;433.963704072802;0.323767798224827;2.00419429129737;29.1;0.049087385212341;0.002454369260617;0;26-04-18;10:33;CS10;b3;NA;interrow;field pea;17497.5275361567;13054.4004293257;80809.6264057622
540;26_04_18_CS10_16;52;1;3320.7;5573;64.8;422.922818703942;0.320965996891956;2.00070486426129;29.25;0.049087385212341;0.002454369260617;0;26-04-18;10:35;CS10;b3;NA;interrow;field pea;17043.8977043071;12935.0117223563;80628.9174641338
541;26_04_18_CS10_17;53;1;3287.6;5644;67.8;418.582518161076;0.325397318845808;2.10538767534371;29.4;0.049087385212341;0.002454369260617;0;26-04-18;10:36;CS10;c3;NA;interrow;oat;16860.6190806094;13107.093595341;84805.5952430382
542;26_04_18_CS10_18;54;1;3325.5;5585.7;67.1;423.552227846109;0.321758298949134;2.08096168609114;29.55;0.049087385212341;0.002454369260617;0;26-04-18;10:37;CS10;c3;NA;interrow;oat;17052.3460436665;12954.0904176182;83780.1726490526
543;26_04_18_CS10_13;55;1;4560.1;5605.2;58.1;585.44150428785;0.322975117101808;1.76691325284388;29.7;0.049087385212341;0.002454369260617;719.99999999997;26-04-18;10:40;CS10;a3;NA;interrow;no cover;23558.3851567516;12996.6395429837;71101.2503285018
544;26_04_18_CS10_14;56;1;4711.6;5685.1;55.1;605.307230337521;0.327964614520758;1.66223044176146;29.5334;0.049087385212341;0.002454369260617;660.000000000006;26-04-18;10:42;CS10;a3;NA;interrow;no cover;24371.1961783813;13204.6827783566;66925.5911039707
545;26_04_18_CS10_15;57;1;4714.9;5569.7;56.2;605.739949122761;0.320760147678132;1.70061413915835;29.3668;0.049087385212341;0.002454369260617;600.000000000048;26-04-18;10:43;CS10;b3;NA;interrow;field pea;24402.0496629072;12921.7250155924;68508.7234898125
546;26_04_18_CS10_16;58;1;4561.6;5586.5;55.7;585.638194644777;0.321808212756917;1.68316700397795;29.2002;0.049087385212341;0.002454369260617;539.999999999998;26-04-18;10:44;CS10;b3;NA;interrow;field pea;23605.2563227453;12971.0893489438;67843.2331193598
547;26_04_18_CS10_17;59;1;4360.7;5623.8;57.1;559.294799506963;0.324136102353775;1.73201898248308;29.0336;0.049087385212341;0.002454369260617;539.999999999998;26-04-18;10:45;CS10;c3;NA;interrow;oat;22555.8645586716;13072.1223042168;69850.7935642803
548;26_04_18_CS10_18;60;1;4234.8;5606;59.7;542.78592221552;0.323025045368994;1.82274408542117;28.867;0.049087385212341;0.002454369260617;600.000000000048;26-04-18;10:47;CS10;c3;NA;interrow;oat;21902.1512438815;13034.5005455469;73550.2064512525
549;26_04_18_CS10_13;61;1;4746.3;5643.4;52.3;609.857333927775;0.325359851556274;1.5645264847512;28.7;0.049087385212341;0.002454369260617;1259.99999999996;26-04-18;10:49;CS10;a3;NA;interrow;no cover;24622.1888735973;13135.9766804951;63165.7019801478
550;26_04_18_CS10_14;62;1;5302.7;5713.9;51.2;682.816343657392;0.329764515571657;1.52614278735432;28.6;0.049087385212341;0.002454369260617;1140.00000000005;26-04-18;10:50;CS10;a3;NA;interrow;no cover;27576.9490452309;13318.2214036279;61636.4301668412
551;26_04_18_CS10_15;63;1;5289;5630.7;52.2;681.019905064121;0.324566871653793;1.56103705771512;28.5;0.049087385212341;0.002454369260617;1140.00000000005;26-04-18;10:52;CS10;b3;NA;interrow;field pea;27513.5141435352;13112.6493474942;63066.6076668989
552;26_04_18_CS10_16;64;1;5105.8;5640.2;52.9;656.99745613805;0.325160031604785;1.58546304696769;28.4;0.049087385212341;0.002454369260617;1080;26-04-18;10:53;CS10;b3;NA;interrow;field pea;26551.7984601108;13140.9696427187;64074.670146354
553;26_04_18_CS10_17;65;1;4871.3;5602;51.7;626.248197005062;0.322775409956822;1.54358992253472;28.3;0.049087385212341;0.002454369260617;1080;26-04-18;10:54;CS10;c3;NA;interrow;oat;25317.4982166765;13048.9251786266;62403.109977715
554;26_04_18_CS10_18;66;1;4661.6;5635.3;54.9;598.750885106606;0.324854075567106;1.6552515876893;28.2;0.049087385212341;0.002454369260617;1080;26-04-18;10:55;CS10;c3;NA;interrow;oat;24213.8897327716;13137.3179742738;66939.4908989032
555;26_04_18_CS10_13;67;1;4729.1;5621.7;56;607.601951168341;0.324005007370629;1.69363528508619;28.1;0.049087385212341;0.002454369260617;1799.99999999997;26-04-18;10:58;CS10;a3;NA;interrow;no cover;24579.9894405593;13107.3306208852;68514.4893684573
556;26_04_18_CS10_14;68;1;5765.9;5723.3;47.8;743.554325876583;0.330352146703336;1.40750226812757;28.1;0.049087385212341;0.002454369260617;1740.00000000001;26-04-18;11:00;CS10;a3;NA;interrow;no cover;30079.8202563128;13364.0984233515;56939.2359942469
557;26_04_18_CS10_15;69;1;5683.3;5613.9;47.3;732.723243555113;0.323518118794645;1.39005513294717;28.1;0.049087385212341;0.002454369260617;1680.00000000005;26-04-18;11:01;CS10;b3;NA;interrow;field pea;29641.6585805979;13087.6339822661;56233.4278616731
558;26_04_18_CS10_16;70;1;5558.8;5674.2;51.4;716.397943930136;0.327283599437305;1.53312164142648;28.2;0.049087385212341;0.002454369260617;1680.00000000005;26-04-18;11:03;CS10;b3;NA;interrow;field pea;28971.6161605674;13235.5695586295;62000.4734787439
559;26_04_18_CS10_17;71;1;5251.6;5605.6;50.3;676.115758831397;0.323000081161369;1.49473794402959;28.2;0.049087385212341;0.002454369260617;1679.99999999996;26-04-18;11:04;CS10;c3;NA;interrow;oat;27342.5774193516;13062.3411897339;60448.2108609795
560;26_04_18_CS10_18;72;1;5002;5621.8;53.9;643.386483438672;0.324011249896587;1.62035731732849;28.2;0.049087385212341;0.002454369260617;1680.00000000005;26-04-18;11:05;CS10;c3;NA;interrow;oat;26018.9834421137;13103.2335355573;65528.343064572
561;28_04_18_CS11_1;1;2;3409.8;5666.7;66.1;434.606225905431;0.326815074210425;2.04606741573034;35.0778;0.049087385212341;0.002454369260617;0;28-04-18;8:22;CS11;a1;NA;interrow;grass;17183.5829900467;12921.7061683674;80897.9879848362
562;28_04_18_CS11_2;2;2;3373.3;5587.9;67.2;429.820093886864;0.321895563350083;2.08445111312722;35.13335;0.049087385212341;0.002454369260617;0;28-04-18;8:23;CS11;a1;NA;berm;grass;16991.2853236166;12724.903835527;82400.7628075139
563;28_04_18_CS11_3;3;2;3329.1;5590.1;67.9;424.024284702735;0.322032832243002;2.10887710237979;35.1889;0.049087385212341;0.002454369260617;0;28-04-18;8:25;CS11;b1;NA;interrow;aromatic;16759.1504304011;12728.0367511785;83351.3312162974
564;28_04_18_CS11_4;4;2;3448.1;5544.2;66.8;439.628386352312;0.319169836896207;2.0704934049829;35.24445;0.049087385212341;0.002454369260617;0;28-04-18;8:25;CS11;b1;NA;berm;aromatic;17372.7576242761;12612.6073509138;81819.5121245065
565;28_04_18_CS11_5;5;2;3371;5623.1;67.9;429.518502006242;0.324092403573888;2.10887710237979;35.3;0.049087385212341;0.002454369260617;0;28-04-18;8:27;CS11;c1;NA;interrow;no cover;16970.1894026694;12804.8255125814;83321.3090639286
566;28_04_18_CS11_6;6;2;3787.9;5569.1;69.1;484.185308541607;0.320722721637307;2.15075022681276;35.35555;0.049087385212341;0.002454369260617;0;28-04-18;8:28;CS11;c1;NA;berm;no cover;19126.6193156906;12669.4083740912;84960.4069055473
567;28_04_18_CS11_7;7;2;3378.1;5614.4;67;430.449503029032;0.323549327914984;2.07747225905506;35.4111;0.049087385212341;0.002454369260617;0;28-04-18;8:30;CS11;a2;NA;interrow;grass;17000.8495627146;12778.7659441881;82050.9562640289
568;28_04_18_CS11_8;8;2;3776.2;5549.4;65.6;482.651123757573;0.319494086310127;2.02862028054993;35.46665;0.049087385212341;0.002454369260617;0;28-04-18;8:31;CS11;a2;NA;berm;grass;19059.1512565556;12616.3305477318;80107.0977896191
569;28_04_18_CS11_9;9;2;3416.7;5634.2;67.1;435.511001547297;0.3247853945971;2.08096168609114;35.5222;0.049087385212341;0.002454369260617;0;28-04-18;8:32;CS11;b2;NA;interrow;aromatic;17194.5652977184;12822.9680887604;82159.191079949
570;28_04_18_CS11_1;10;2;5808.6;5746.4;64;749.153444703784;0.331796559522276;1.97278944797264;35.57775;0.049087385212341;0.002454369260617;719.99999999997;28-04-18;8:34;CS11;a1;NA;interrow;grass;29572.2725878354;13097.4213243835;77874.3897212139
571;28_04_18_CS11_2;11;2;8695.3;5606.7;60.1;1127.6774802654;0.323068733088591;1.8367017935655;35.6333;0.049087385212341;0.002454369260617;719.99999999997;28-04-18;8:35;CS11;a1;NA;berm;grass;44506.2180293321;12750.602654508;72489.3880651518
572;28_04_18_CS11_3;12;2;7087.3;5981.9;65.9;916.825417639191;0.34654930673477;2.03908856165818;35.68885;0.049087385212341;0.002454369260617;720.000000000054;28-04-18;8:37;CS11;b1;NA;interrow;aromatic;36177.9793110831;13674.8539123233;80462.5421348945
573;28_04_18_CS11_4;13;2;7245.1;5850.3;61;937.517243187957;0.338299233556602;1.86810663689022;35.7444;0.049087385212341;0.002454369260617;720.000000000054;28-04-18;8:37;CS11;b1;NA;berm;aromatic;36987.8269386637;13346.9049184896;73702.3297334829
574;28_04_18_CS11_5;14;2;6126.5;5794.7;63.8;790.838687681939;0.334818253139193;1.96581059390048;35.8;0.049087385212341;0.002454369260617;660.000000000012;28-04-18;8:38;CS11;c1;NA;interrow;no cover;31195.3092250313;13207.1926975108;77543.0821857205
575;28_04_18_CS11_6;15;2;6292.2;5651.1;60;812.566415777189;0.325840706901234;1.83321236652942;35.9;0.049087385212341;0.002454369260617;660.000000000012;28-04-18;8:39;CS11;c1;NA;berm;no cover;32042.0068053562;12848.90680352;72289.2332041761
576;28_04_18_CS11_7;16;2;6675.2;5776.1;63.3;862.788020245994;0.333654370745804;1.94836345872008;36;0.049087385212341;0.002454369260617;660.000000000012;28-04-18;8:41;CS11;a2;NA;interrow;grass;34011.3948472254;13152.7678637709;76805.1448854617
577;28_04_18_CS11_8;17;2;7720.6;5645.9;59.9;999.868086333954;0.325515967446635;1.82972293949334;36.1;0.049087385212341;0.002454369260617;660.000000000012;28-04-18;8:42;CS11;a2;NA;berm;grass;39402.3919047013;12827.7998826801;72104.9719701311
578;28_04_18_CS11_9;18;2;6434.7;5751.6;63.2;831.251999685295;0.33212177535183;1.944874031684;36.2;0.049087385212341;0.002454369260617;659.999999999928;28-04-18;8:43;CS11;b2;NA;interrow;aromatic;32747.0490601138;13083.8880092872;76618.0236022399
579;28_04_18_CS11_1;19;2;6682.7;5848.2;59.1;863.771472030631;0.338167707538639;1.80180752320469;36.3;0.049087385212341;0.002454369260617;1259.99999999997;28-04-18;8:43;CS11;a1;NA;interrow;grass;34017.1525111489;13317.7615308874;70959.001654104
580;28_04_18_CS11_2;20;2;10721.4;5636.8;56.4;1393.35370171252;0.324947733231077;1.70759299323051;36.4;0.049087385212341;0.002454369260617;1259.99999999997;28-04-18;8:44;CS11;a1;NA;berm;grass;54855.4971160001;12792.9967970084;67226.9090040318
581;28_04_18_CS11_3;21;2;8572.1;6271;64.4;1111.52264561643;0.364725745747041;1.98674715611697;36.5;0.049087385212341;0.002454369260617;1200.00000000001;28-04-18;8:45;CS11;b1;NA;interrow;aromatic;43745.8458850578;14354.3960410401;78191.7806594665
582;28_04_18_CS11_4;22;2;8833;5992.4;56.7;1145.73365503134;0.347208211772005;1.71806127433875;36.6;0.049087385212341;0.002454369260617;1260.00000000006;28-04-18;8:46;CS11;b1;NA;berm;aromatic;45077.7201469963;13660.55237556;67595.3656244092
583;28_04_18_CS11_5;23;2;7036.6;5972.1;62;910.177283575044;0.34593441542361;1.90300090725103;36.7;0.049087385212341;0.002454369260617;1260.00000000006;28-04-18;8:48;CS11;c1;NA;interrow;no cover;35798.4381587375;13606.0435708513;74847.4627126095
584;28_04_18_CS11_6;24;2;7360.7;5718.8;55.9;952.675513361832;0.33007082391004;1.69014585805011;36.57;0.049087385212341;0.002454369260617;1259.99999999997;28-04-18;8:49;CS11;c1;NA;berm;no cover;37485.6753699304;12987.5572329084;66503.5031068713
585;28_04_18_CS11_7;25;2;7993.3;6031.9;64.9;1035.62639322336;0.349687808107831;2.00419429129737;36.44;0.049087385212341;0.002454369260617;1200.00000000001;28-04-18;8:50;CS11;a2;NA;interrow;grass;40766.7202895438;13765.2199239779;78893.7290647038
586;28_04_18_CS11_8;26;2;9455.9;5708.5;59.4;1227.41260391807;0.329426976568994;1.81227580431293;36.31;0.049087385212341;0.002454369260617;1140.00000000005;28-04-18;8:50;CS11;a2;NA;berm;grass;48336.5495037342;12973.1137760547;71368.9584496387
587;28_04_18_CS11_9;27;2;7944.1;6013.5;60.3;1029.17494951614;0.348532587178912;1.84368064763766;36.18;0.049087385212341;0.002454369260617;1139.99999999996;28-04-18;8:51;CS11;b2;NA;interrow;aromatic;40546.8156909354;13731.277253952;72636.2213225789
588;28_04_18_CS11_1;28;2;7450.2;5990.6;54.8;964.411371325168;0.347095249802574;1.65176216065322;36.05;0.049087385212341;0.002454369260617;1860.00000000002;28-04-18;8:53;CS11;a1;NA;interrow;grass;38011.2739254038;13680.399268129;65102.4923751517
589;28_04_18_CS11_2;29;2;12506.5;5668.2;55.1;1627.42833914663;0.326908775134662;1.66223044176146;35.92;0.049087385212341;0.002454369260617;1859.99999999993;28-04-18;8:54;CS11;a1;NA;berm;grass;64170.379823735;12890.1898556734;65542.6455571864
590;28_04_18_CS11_3;30;2;9879.8;6458.4;58.2;1282.99729878576;0.376545525078631;1.77040267987996;35.79;0.049087385212341;0.002454369260617;1800.00000000006;28-04-18;8:55;CS11;b1;NA;interrow;aromatic;50610.5652193033;14853.6414480878;69837.3101637028
591;28_04_18_CS11_4;31;2;10185.8;6125.9;50.5;1323.12213159896;0.355594033859838;1.50171679810175;35.66;0.049087385212341;0.002454369260617;1860.00000000002;28-04-18;8:56;CS11;b1;NA;berm;aromatic;52215.3467281115;14033.0702124988;59263.3600690759
592;28_04_18_CS11_5;32;2;7818;6042.8;59.4;1012.63984684378;0.350372289162209;1.81227580431293;35.4;0.049087385212341;0.002454369260617;1860.00000000002;28-04-18;8:58;CS11;c1;NA;interrow;no cover;39996.2293082066;13838.6519790337;71579.4454118464
593;28_04_18_CS11_6;33;2;8152.1;5761.6;52.8;1056.44934567675;0.332747259083353;1.58197361993161;35.27;0.049087385212341;0.002454369260617;1799.99999999997;28-04-18;8:58;CS11;c1;NA;berm;no cover;41744.1606744404;13148.0558949632;62509.5384302103
594;28_04_18_CS11_7;34;2;9357.4;6106.7;57.1;1214.49660381317;0.354387039769917;1.73201898248308;35.14;0.049087385212341;0.002454369260617;1739.99999999992;28-04-18;8:59;CS11;a2;NA;interrow;grass;48009.4194887905;14009.0272795212;68467.2362454541
595;28_04_18_CS11_8;35;2;10928.4;5731.5;57.2;1420.4969709685;0.33086482661608;1.73550840951916;35.01;0.049087385212341;0.002454369260617;1740.00000000001;28-04-18;9:00;CS11;a2;NA;berm;grass;56176.3650466781;13084.7046216636;68634.1160504239
596;28_04_18_CS11_9;36;2;9289;6197.5;55.7;1205.52752353728;0.360097881828969;1.68316700397795;34.88;0.049087385212341;0.002454369260617;1799.99999999997;28-04-18;9:02;CS11;b2;NA;interrow;aromatic;47695.0932405766;14246.7938012497;66592.2640726067
597;28_04_18_CS11_10;37;2;3357;5657.3;66.4;427.682725341586;0.326227928711524;2.05653569683858;34.75;0.049087385212341;0.002454369260617;0;28-04-18;9:28;CS11;b2;NA;berm;aromatic;16927.8424266;12912.2235834383;81398.4530073245
598;28_04_18_CS11_11;38;2;3404.1;5654.2;68.8;433.858802549107;0.32603431339486;2.14028194570452;34.62;0.049087385212341;0.002454369260617;0;28-04-18;9:30;CS11;c2;NA;interrow;no cover;17179.547337939;12910.0110170646;84748.9431739836
599;28_04_18_CS11_12;39;2;3345;5586.5;68;426.109202486166;0.321808212756917;2.11236652941587;34.49;0.049087385212341;0.002454369260617;0;28-04-18;9:31;CS11;c2;NA;berm;no cover;16879.8156256067;12748.0544105807;83678.9192587322
600;28_04_18_CS11_13;40;2;3377.6;5576.7;65.5;430.383939576722;0.321196809573638;2.02513085351385;40.6;0.049087385212341;0.002454369260617;0;28-04-18;9:32;CS11;a3;NA;interrow;grass;16717.1373179348;12476.0491225716;78660.9058838791
601;28_04_18_CS11_14;41;2;3382.9;5689.9;70.4;431.078912171199;0.328264545504518;2.19611277828181;40.6;0.049087385212341;0.002454369260617;0;28-04-18;9:33;CS11;a3;NA;berm;grass;16744.1317088164;12750.5768203282;85302.2510930935
602;28_04_18_CS11_15;42;2;3537.2;5694.8;70.9;451.311793553801;0.328570746743658;2.21355991346221;40.81444;0.049087385212341;0.002454369260617;0;28-04-18;9:35;CS11;b3;NA;interrow;aromatic;17518.051878356;12753.7535455062;85921.2144547196
603;28_04_18_CS11_16;43;2;3516.1;5673.8;66.6;448.545015866355;0.327258610125149;2.06351455091074;41.02888;0.049087385212341;0.002454369260617;0;28-04-18;9:36;CS11;b3;NA;berm;aromatic;17398.7735554452;12694.1516463839;80042.4062907423
604;28_04_18_CS11_17;44;2;3531.6;5686.3;68.5;450.577482887939;0.328039595294101;2.12981366459627;41.24332;0.049087385212341;0.002454369260617;0;28-04-18;9:37;CS11;c3;NA;interrow;no cover;17465.6905962178;12715.7665269754;82557.757336238
605;28_04_18_CS11_18;45;2;3427.7;5644.4;69.3;436.953397498099;0.325422297222759;2.15772908088492;41.45776;0.049087385212341;0.002454369260617;0;28-04-18;9:38;CS11;c3;NA;berm;no cover;16926.0366799964;12605.7144098647;83582.8300630436
606;28_04_18_CS11_10;46;2;5488.5;5977.9;63.9;707.17972253547;0.346298320568365;1.96930002093656;41.6722;0.049087385212341;0.002454369260617;660.000000000006;28-04-18;9:39;CS11;b2;NA;berm;aromatic;27374.9943122454;13405.2409222235;76231.7910911808
607;28_04_18_CS11_11;47;2;6323.3;5987.5;63.7;816.644462510818;0.346900710802161;1.9623211668644;41.88664;0.049087385212341;0.002454369260617;660.000000000006;28-04-18;9:41;CS11;c2;NA;interrow;no cover;31590.8668024287;13419.418916924;75909.9332105967
608;28_04_18_CS11_12;48;2;6977.7;5930.4;65.3;902.453908893027;0.343318929306383;2.01815199944169;42.10108;0.049087385212341;0.002454369260617;660.000000000006;28-04-18;9:42;CS11;c2;NA;berm;no cover;34886.5509413971;13271.8282877013;78016.5744113928
609;28_04_18_CS11_13;49;2;5518.2;5808.6;64.9;711.074191602633;0.335688239031834;2.00419429129737;42.8;0.049087385212341;0.002454369260617;660.000000000006;28-04-18;9:43;CS11;a3;NA;interrow;grass;27427.4949817617;12948.1390271399;77305.6166518172
610;28_04_18_CS11_14;50;2;6268.3;5904.1;65.1;809.432482756812;0.341670139357351;2.01117314536953;42.76667;0.049087385212341;0.002454369260617;599.99999999996;28-04-18;9:43;CS11;a3;NA;berm;grass;31224.6567954743;13180.2627964221;77582.9887707945
611;28_04_18_CS11_15;51;2;6763.1;6049.4;65.3;874.314075161942;0.350786795477367;2.01815199944169;42.73334;0.049087385212341;0.002454369260617;599.999999999964;28-04-18;9:45;CS11;b3;NA;interrow;aromatic;33731.086963839;13533.3746077711;77860.4194228538
612;28_04_18_CS11_16;52;2;6677;5928.7;61.4;863.024048674307;0.343212335127358;1.88206434503455;42.70001;0.049087385212341;0.002454369260617;599.999999999964;28-04-18;9:46;CS11;b3;NA;berm;aromatic;33299.0305988371;13242.5487642665;72617.8121114406
613;28_04_18_CS11_17;53;2;5497.5;5848.8;66.3;708.359864677034;0.338205286000404;2.0530462698025;42.66668;0.049087385212341;0.002454369260617;600.000000000048;28-04-18;9:47;CS11;c3;NA;interrow;no cover;27334.3323330324;13050.7333141161;79223.3606564658
614;28_04_18_CS11_18;54;2;5512.8;5947.4;65.4;710.366106317694;0.34438501067624;2.02164142647777;42.63335;0.049087385212341;0.002454369260617;599.999999999964;28-04-18;9:48;CS11;c3;NA;berm;no cover;27414.6428164999;13290.6004032001;78019.7381561742
615;28_04_18_CS11_10;55;2;6490.4;6221.8;59.3;838.555768272534;0.361627408178399;1.80878637727685;42.60002;0.049087385212341;0.002454369260617;1260.00000000006;28-04-18;9:49;CS11;b2;NA;berm;aromatic;32365.1893167163;13957.4968900618;69812.5464626657
616;28_04_18_CS11_11;56;2;7687.7;6148.6;63;995.554011172012;0.357021458537668;1.93789517761184;42.56669;0.049087385212341;0.002454369260617;1200.00000000001;28-04-18;9:50;CS11;c2;NA;interrow;no cover;38428.8044353507;13781.1787762434;74803.5706359958
617;28_04_18_CS11_12;57;2;8678.6;6059.6;63.2;1125.48766095828;0.351427470071528;1.944874031684;42.53336;0.049087385212341;0.002454369260617;1200.00000000001;28-04-18;9:51;CS11;c2;NA;berm;no cover;43448.8849510266;13566.6806891224;75080.8835833252
618;28_04_18_CS11_13;58;2;6113.6;5850.9;64.2;789.147150612363;0.338336813139714;1.9797683020448;42.5;0.049087385212341;0.002454369260617;1200.00000000001;28-04-18;9:52;CS11;a3;NA;interrow;grass;30467.8484577167;13062.7028715855;76436.0367534568
619;28_04_18_CS11_14;59;2;7577.3;6092.2;64.7;981.077600902153;0.353475716754896;1.99721543722521;42.622222;0.049087385212341;0.002454369260617;1200.00000000001;28-04-18;9:53;CS11;a3;NA;berm;grass;37863.3490420577;13641.9121474948;77079.7999488584
620;28_04_18_CS11_15;60;2;8353.7;6421.3;59.6;1082.88452964779;0.374203246404856;1.81925465838509;42.744444;0.049087385212341;0.002454369260617;1199.99999999992;28-04-18;9:55;CS11;b3;NA;interrow;aromatic;41776.2784833834;14436.2751550989;70184.4815029426
621;28_04_18_CS11_16;61;2;8605.5;6100.5;54.7;1115.90228423068;0.353997348582884;1.64827273361714;42.866666;0.049087385212341;0.002454369260617;1139.99999999996;28-04-18;9:55;CS11;b3;NA;berm;aromatic;43033.410606118;13651.476003158;63563.627693007
622;28_04_18_CS11_17;62;2;6532.8;6138.6;62.6;844.11554902835;0.356392583018747;1.92393746946751;42.988888;0.049087385212341;0.002454369260617;1200.00000000001;28-04-18;9:57;CS11;c3;NA;interrow;no cover;32539.7016490095;13738.5318096544;74165.6178705465
623;28_04_18_CS11_18;63;2;6885.5;6114.3;64.4;890.36400828722;0.354864770602304;1.98674715611697;43.11111;0.049087385212341;0.002454369260617;1139.99999999996;28-04-18;9:57;CS11;c3;NA;berm;no cover;34309.26329725;13674.3497448126;76557.2627036052
624;28_04_18_CS11_10;64;2;7673.7;6578.2;58.5;993.718234507356;0.384116610375253;1.78087096098821;43.233332;0.049087385212341;0.002454369260617;1920.00000000007;28-04-18;10:00;CS11;b2;NA;berm;aromatic;38277.1197911368;14795.8213893379;68597.5246696531
